"管理用番号","市町村コード","基準地番号・標準地番号(最新年)","地価調査・地価公示の別","用途","所在(市町村名)","所在(大字以降)","所在(住居表示)","経度(世界測地系)","緯度(世界測地系)","平成5年(1993)","平成6年(1994)","平成7年(1995)","平成8年(1996)","平成9年(1997)","平成10年(1998)","平成11年(1999)","平成12年(2000)","平成13年(2001)","平成14年(2002)","平成15年(2003)","平成16年(2004)","平成17年(2005)","平成18年(2006)","平成19年(2007)","平成20年(2008)","平成21年(2009)","平成22年(2010)","平成23年(2011)","平成24年(2012)","平成25年(2013)","平成26年(2014)","平成27年(2015)","平成28年(2016)","平成29年(2017)","経度","緯度","分類"
"100066","302015","和歌山5-13","地価公示","商業","和歌山市","和歌浦中１丁目１２２８番９","和歌浦中１－５－８","135.1675025","34.19019836","273,000 ","254,000 ","242,000 ","226,000 ","211,000 ","200,000 ","182,000 ","162,000 ","146,000 ","135,000 ","125,000 ","116,000 ","105,000 ","98,700 ","96,200 ","94,200 ","91,100 ","86,800 ","82,500 ","79,500 ","75,700 ","73,800 ","72,200 "," 71,300 "," 70,500 ","135.167502499682","34.1901983600354","H29地価公示標準地"
"100067","302015","和歌山5-14","地価公示","商業","和歌山市","太田３丁目１番２外","太田３－１－２８","135.1978258","34.22981881","691,000 ","630,000 ","560,000 ","476,000 ","403,000 ","350,000 ","294,000 ","265,000 ","251,000 ","229,000 ","207,000 ","187,000 ","169,000 ","160,000 ","158,000 ","158,000 ","157,000 ","153,000 ","146,000 ","140,000 ","138,000 ","138,000 ","140,000 "," 142,000 "," 143,000 ","135.197825799834","34.2298188100035","H29地価公示標準地"
"100068","302015","和歌山5-15","地価公示","商業","和歌山市","築港５丁目７番１２","","135.1513202","34.22072328","","258,000 ","242,000 ","220,000 ","202,000 ","190,000 ","168,000 ","157,000 ","148,000 ","137,000 ","126,000 ","110,000 ","96,800 ","90,200 ","85,200 ","81,800 ","78,500 ","74,400 ","70,800 ","68,000 ","65,500 ","63,800 ","63,000 "," 62,100 "," 61,300 ","135.151320199952","34.2207232800053","H29地価公示標準地"
"100069","302015","和歌山5-16","地価公示","商業","和歌山市","新生町６６番７","新生町１０－１０","135.1897298","34.22261584","635,000 ","558,000 ","500,000 ","418,000 ","352,000 ","314,000 ","268,000 ","240,000 ","223,000 ","210,000 ","192,000 ","175,000 ","161,000 ","154,000 ","152,000 ","154,000 ","154,000 ","150,000 ","146,000 ","143,000 ","141,000 ","140,000 ","142,000 "," 143,000 "," 144,000 ","135.189729800314","34.2226158400072","H29地価公示標準地"
"100070","302015","和歌山5-17","地価公示","商業","和歌山市","小松原通３丁目６７番外","","135.1689518","34.22138341","750,000 ","660,000 ","587,000 ","498,000 ","428,000 ","375,000 ","315,000 ","280,000 ","259,000 ","238,000 ","216,000 ","194,000 ","184,000 ","179,000 ","179,000 ","182,000 ","180,000 ","176,000 ","171,000 ","168,000 ","166,000 ","166,000 ","168,000 "," 171,000 "," 172,000 ","135.16895180049","34.221383409981","H29地価公示標準地"
"100071","302015","和歌山5-18","地価公示","商業","和歌山市","畑屋敷西ノ丁６８番１外","","135.1808582","34.23518529","700,000 ","590,000 ","520,000 ","435,000 ","370,000 ","330,000 ","290,000 ","253,000 ","226,000 ","209,000 ","186,000 ","164,000 ","149,000 ","142,000 ","135,000 ","134,000 ","130,000 ","126,000 ","122,000 ","119,000 ","117,000 ","116,000 ","116,000 "," 117,000 "," 118,000 ","135.180858200255","34.2351852899689","H29地価公示標準地"
"100072","302015","和歌山5-19","地価公示","商業","和歌山市","三番丁７７番","","135.1770316","34.22777687","","410,000 ","370,000 ","323,000 ","290,000 ","259,000 ","234,000 ","215,000 ","200,000 ","190,000 ","171,000 ","156,000 ","147,000 ","139,000 ","134,000 ","135,000 ","134,000 ","132,000 ","128,000 ","125,000 ","123,000 ","124,000 ","126,000 "," 128,000 "," 129,000 ","135.17703159995","34.2277768699796","H29地価公示標準地"
"100073","302015","和歌山5-20","地価公示","商業","和歌山市","屋形町２丁目７番","","135.1773415","34.2296227","","1,250,000 ","1,150,000 ","960,000 ","816,000 ","685,000 ","590,000 ","510,000 ","465,000 ","397,000 ","330,000 ","273,000 ","228,000 ","214,000 ","210,000 ","212,000 ","210,000 ","202,000 ","193,000 ","185,000 ","181,000 ","181,000 ","184,000 "," 186,000 "," 189,000 ","135.1773415","34.22962270004","H29地価公示標準地"
"100074","302015","和歌山5-21","地価公示","商業","和歌山市","紀三井寺字南前浜６２１番１","","135.185684","34.18205665","","","","","","","","","169,000 ","161,000 ","149,000 ","137,000 ","126,000 ","120,000 ","118,000 ","118,000 ","117,000 ","115,000 ","112,000 ","108,000 ","105,000 ","104,000 ","104,000 "," 106,000 "," 107,000 ","135.185684000402","34.1820566499912","H29地価公示標準地"
"100076","302015","和歌山5-22","地価公示","商業","和歌山市","向字大西１５６番１","","135.14451","34.2580315","","","","","","","","","","","","108,000 ","96,100 ","90,000 ","88,200 ","87,500 ","85,500 ","81,500 ","75,800 ","72,000 ","69,000 ","67,200 ","66,600 "," 66,100 "," 65,600 ","135.144509999751","34.2580315000021","H29地価公示標準地"
"100077","302015","和歌山5-23","地価公示","商業","和歌山市","松島字平柳１０５番２外","","135.2079981","34.24469995","","","","","","","","","","140,000 ","129,000 ","117,000 ","105,000 ","97,000 ","94,000 ","91,200 ","88,000 ","84,000 ","80,200 ","77,500 ","75,200 ","73,500 ","72,200 "," 71,900 "," 71,800 ","135.20799810033","34.2446999499489","H29地価公示標準地"
"100079","302015","和歌山5-24","地価公示","商業","和歌山市","舟津町３丁目４番","","135.1598972","34.22077264","365,000 ","328,000 ","305,000 ","278,000 ","248,000 ","225,000 ","184,000 ","167,000 ","159,000 ","151,000 ","142,000 ","133,000 ","125,000 ","120,000 ","116,000 ","116,000 ","114,000 ","110,000 ","106,000 ","103,000 ","101,000 ","101,000 ","102,000 "," 103,000 "," 104,000 ","135.159897200405","34.2207726400125","H29地価公示標準地"
"100081","302015","和歌山9-1","地価公示","工業","和歌山市","築港２丁目３番４","","135.1552655","34.22382329","140,000 ","133,000 ","125,000 ","115,000 ","107,000 ","102,000 ","95,000 ","88,500 ","85,000 ","76,500 ","68,700 ","61,600 ","54,800 ","49,000 ","44,800 ","41,600 ","39,700 ","37,800 ","36,000 ","34,000 ","30,900 ","28,300 ","26,200 "," 25,600 "," 25,100 ","135.155265500254","34.2238232900301","H29地価公示標準地"
"100082","302015","和歌山9-2","地価公示","工業","和歌山市","小倉字芝中２９４番３８","","135.2970861","34.2505428","80,000 ","75,000 ","75,000 ","75,000 ","74,000 ","73,500 ","70,500 ","68,000 ","66,000 ","60,000 ","54,000 ","48,500 ","43,800 ","40,000 ","36,500 ","34,500 ","32,000 ","29,500 ","27,100 ","25,400 ","23,800 ","22,600 ","21,500 "," 20,600 "," 19,900 ","135.297086099524","34.2505427999944","H29地価公示標準地"
"100083","302015","和歌山-42","地価公示","住宅","和歌山市","弘西字開６７４番１７","","135.2424652","34.27235269","88,000 ","86,500 ","86,500 ","86,200 ","85,500 ","85,500 ","83,800 ","82,000 ","77,500 ","71,500 ","66,000 ","61,000 ","54,500 ","49,500 ","46,500 ","43,900 ","41,500 ","39,000 ","36,400 ","33,900 ","32,100 ","31,300 ","30,600 "," 30,200 "," 29,900 ","135.242465200324","34.2723526900178","H29地価公示標準地"
"100084","302015","和歌山-43","地価公示","住宅","和歌山市","栗栖字松本４８６番外","","135.2234772","34.23619542","73,000 ","72,000 ","72,000 ","71,800 ","71,500 ","70,500 ","63,500 ","59,800 ","57,000 ","54,200 ","51,400 ","46,500 ","43,000 ","40,400 ","37,500 ","35,600 ","34,000 ","31,000 ","28,800 ","26,800 ","25,000 ","23,600 ","22,500 "," 22,200 "," 21,900 ","135.223477200418","34.2361954199735","H29地価公示標準地"
"100085","302015","和歌山-44","地価公示","住宅","和歌山市","寺内字大門前５８５番外","","135.2209868","34.21362256","94,000 ","93,000 ","93,000 ","93,000 ","92,000 ","91,000 ","87,500 ","85,500 ","84,600 ","82,000 ","78,600 ","72,200 ","64,000 ","57,700 ","54,300 ","51,700 ","49,100 ","46,600 ","43,900 ","41,800 ","40,100 ","38,700 ","37,200 "," 36,100 "," 35,200 ","135.220986799876","34.2136225600356","H29地価公示標準地"
"100086","302015","和歌山-45","地価公示","住宅","和歌山市","山東中字東川向４９番４","","135.260237","34.20390362","51,000 ","51,000 ","51,000 ","51,000 ","51,000 ","51,000 ","50,500 ","50,200 ","50,000 ","48,700 ","47,000 ","44,700 ","41,000 ","38,100 ","36,500 ","35,000 ","33,200 ","31,500 ","29,700 ","28,600 ","27,800 ","27,200 ","26,600 "," 26,200 "," 25,900 ","135.260237000087","34.2039036199972","H29地価公示標準地"
"100087","302015","和歌山-46","地価公示","住宅","和歌山市","冬野字宮垣内４９３番１","","135.2136607","34.18582681","51,000 ","50,500 ","50,500 ","50,500 ","50,500 ","50,000 ","48,500 ","48,000 ","47,500 ","46,500 ","45,100 ","42,100 ","39,000 ","36,500 ","34,300 ","32,700 ","30,700 ","28,500 ","26,500 ","24,500 ","23,100 ","22,000 ","21,000 "," 20,300 "," 19,700 ","135.213660699681","34.1858268099955","H29地価公示標準地"
"100089","302023","海南-1","地価公示","住宅","海南市","鳥居字西川添９０番","","135.2181205","34.14962424","115,000 ","114,000 ","114,000 ","114,000 ","114,000 ","114,000 ","114,000 ","113,000 ","111,000 ","108,000 ","102,000 ","96,000 ","88,000 ","81,500 ","76,800 ","74,100 ","71,700 ","68,300 ","65,300 ","63,000 ","61,300 ","60,200 ","59,000 "," 57,800 "," 56,700 ","135.218120499762","34.14962424004","H29地価公示標準地"
"100090","302023","海南-2","地価公示","住宅","海南市","船尾字中濱２１５番２３","","135.2029878","34.15946438","","","","","","","","","","","","","91,000 ","85,500 ","81,800 ","78,600 ","75,800 ","73,600 ","71,100 ","69,000 ","66,200 ","63,500 ","61,000 "," 58,600 "," 56,800 ","135.202987800114","34.1594643799523","H29地価公示標準地"
"100091","302023","海南-3","地価公示","住宅","海南市","下津町方字北原４１１番","","135.14884","34.12432743","","50,000 ","50,000 ","50,000 ","50,000 ","50,000 ","49,500 ","49,500 ","49,000 ","48,300 ","47,300 ","45,100 ","42,500 ","40,000 ","37,500 ","35,900 ","34,400 ","32,500 ","30,600 ","29,100 ","27,100 ","25,400 ","23,900 "," 22,700 "," 21,800 ","135.148839999699","34.1243274300295","H29地価公示標準地"
"100094","302023","海南-6","地価公示","住宅","海南市","幡川字奥ノ谷３０７番３","","135.2298004","34.15054341","","","98,000 ","96,500 ","96,000 ","96,000 ","95,500 ","95,000 ","93,500 ","91,100 ","86,800 ","82,900 ","77,200 ","72,500 ","67,500 ","64,000 ","60,700 ","57,400 ","54,000 ","51,300 ","48,500 ","46,900 ","45,600 "," 44,500 "," 43,500 ","135.229800400147","34.1505434100266","H29地価公示標準地"
"100095","302023","海南-7","地価公示","住宅","海南市","岡田字南山崎７７１番１","","135.2184233","34.16926935","","","","","","","","","","","","","49,700 ","46,800 ","44,600 ","42,800 ","41,100 ","39,000 ","37,000 ","35,000 ","33,100 ","31,800 ","30,600 "," 29,600 "," 28,700 ","135.21842330023","34.1692693499924","H29地価公示標準地"
"100096","302023","海南-8","地価公示","住宅","海南市","溝ノ口字宮ノ前２６番６","","135.2923368","34.16045803","","","","","","","","","","","","","","","","","","25,700 ","24,900 ","24,200 ","23,500 ","23,100 ","22,600 "," 22,200 "," 21,900 ","135.292336799939","34.1604580299972","H29地価公示標準地"
"100097","302023","海南-9","地価公示","住宅","海南市","下津町小原字拝町１４６４番１２","","135.1510753","34.10840254","","80,000 ","80,000 ","79,800 ","79,600 ","79,000 ","78,000 ","77,000 ","76,100 ","74,800 ","73,000 ","70,500 ","67,000 ","64,000 ","60,500 ","57,500 ","54,800 ","52,700 ","51,000 ","49,000 ","47,500 ","46,200 ","45,000 "," 44,000 "," 43,100 ","135.15107529998","34.1084025399463","H29地価公示標準地"
"100098","302023","海南5-1","地価公示","商業","海南市","名高字大須賀５３７番６","","135.211603","34.15464434","","","478,000 ","410,000 ","373,000 ","340,000 ","297,000 ","267,000 ","246,000 ","224,000 ","205,000 ","188,000 ","172,000 ","158,000 ","146,000 ","139,000 ","133,000 ","127,000 ","123,000 ","120,000 ","119,000 ","118,000 ","116,000 "," 113,000 "," 111,000 ","135.21160300032","34.1546443400307","H29地価公示標準地"
"100100","302023","海南5-3","地価公示","商業","海南市","大野中字八幡４７０番４","","135.222765","34.153445","","","","","","","","","","","","","","","","","","91,000 ","86,800 ","83,500 ","81,700 ","80,800 ","80,000 "," 79,000 "," 78,100 ","135.222764999637","34.1534449999932","H29地価公示標準地"
"100101","302031","橋本-1*","地価公示","住宅","橋本市","古佐田３丁目５４４番３","古佐田３－９－１２","135.6157309","34.32041093","","","","","","","","","79,000 ","74,000 ","68,500 ","62,500 ","58,500 ","54,500 ","52,000 ","52,000 ","51,000 ","49,000 ","47,000 ","45,500 ","42,800 ","39,900 ","38,500 "," 37,400 "," 36,600 ","135.615730899683","34.3204109300283","H29地価公示標準地"
"100102","302031","橋本-2","地価公示","住宅","橋本市","紀見ケ丘３丁目２２３番１３７","紀見ケ丘３－８－１３","135.6107447","34.36412284","114,000 ","114,000 ","114,000 ","113,000 ","112,000 ","111,000 ","105,000 ","99,400 ","91,200 ","80,500 ","70,500 ","61,700 ","54,000 ","50,700 ","47,000 ","45,800 ","44,500 ","42,500 ","40,400 ","39,000 ","37,900 ","36,500 ","38,500 "," 35,400 "," 35,100 ","135.610744699864","34.3641228399492","H29地価公示標準地"
"100103","302031","橋本-3","地価公示","住宅","橋本市","隅田町河瀬字曽根２５５番","","135.6263357","34.31931776","","","","","","","","","","","","","53,000 ","49,000 ","46,500 ","45,800 ","44,300 ","41,700 ","39,500 ","37,900 ","35,700 ","34,000 ","32,800 "," 31,900 "," 31,100 ","135.626335700054","34.3193177600122","H29地価公示標準地"
"100104","302031","橋本-4","地価公示","住宅","橋本市","高野口町伏原字角門９６４番１","","135.5745344","34.30565073","","62,000 ","62,000 ","62,000 ","61,000 ","59,800 ","58,000 ","56,100 ","54,400 ","51,500 ","47,500 ","43,700 ","40,000 ","36,400 ","34,000 ","33,000 ","32,000 ","30,600 ","29,200 ","28,300 ","27,400 ","26,500 ","25,600 "," 24,900 "," 24,300 ","135.574534400419","34.3056507299546","H29地価公示標準地"
"100105","302031","橋本-5","地価公示","住宅","橋本市","高野口町向島字上嶋６番１２","","135.5571683","34.29839276","","","","","","78,000 ","74,000 ","70,400 ","66,900 ","62,900 ","57,800 ","52,900 ","48,200 ","43,800 ","41,500 ","40,500 ","39,300 ","37,500 ","35,700 ","34,400 ","33,200 ","32,400 ","31,800 "," 31,200 "," 30,700 ","135.557168300176","34.2983927599658","H29地価公示標準地"
"100106","302031","橋本5-1","地価公示","商業","橋本市","東家４丁目４１番３","東家４－１７－８","135.6101493","34.31634275","","","","","198,000 ","190,000 ","175,000 ","161,000 ","150,000 ","139,000 ","126,000 ","110,000 ","99,000 ","89,100 ","83,000 ","81,500 ","79,300 ","75,900 ","72,400 ","69,800 ","67,200 ","65,100 ","63,200 "," 61,500 "," 60,000 ","135.610149300452","34.3163427499844","H29地価公示標準地"
"100108","302031","橋本5-3","地価公示","商業","橋本市","高野口町小田字辻脇６７８番１３外","","135.5572168","34.29966126","","","126,000 ","123,000 ","120,000 ","115,000 ","107,000 ","99,700 ","94,700 ","86,200 ","77,500 ","66,500 ","58,000 ","50,000 ","47,000 ","45,800 ","43,900 ","41,900 ","40,000 ","38,500 ","37,000 ","35,600 ","34,400 "," 33,500 "," 32,700 ","135.557216800142","34.2996612599998","H29地価公示標準地"
"100109","302040","有田-1","地価公示","住宅","有田市","箕島字西平尾８０５番８","","135.1204123","34.08726377","99,000 ","98,000 ","98,000 ","96,000 ","96,000 ","96,000 ","94,500 ","92,000 ","90,200 ","88,200 ","85,700 ","83,000 ","80,300 ","78,000 ","76,400 ","75,000 ","72,900 ","70,000 ","66,100 ","62,000 ","56,400 ","53,100 ","51,000 "," 49,200 "," 47,600 ","135.120412299595","34.087263769975","H29地価公示標準地"
"100110","302040","有田-2","地価公示","住宅","有田市","初島町浜字北網干場１４５７番６","","135.1162134","34.09882217","57,500 ","57,000 ","57,000 ","57,000 ","57,000 ","57,000 ","56,500 ","55,800 ","55,000 ","54,200 ","53,200 ","52,000 ","50,500 ","49,000 ","48,000 ","47,200 ","45,400 ","43,500 ","40,900 ","38,400 ","36,000 ","34,500 ","33,200 "," 32,100 "," 31,100 ","135.11621340034","34.0988221699771","H29地価公示標準地"
"100111","302040","有田-3","地価公示","住宅","有田市","宮崎町字宮ノ脇５１６番４","","135.108407","34.07893765","","","73,000 ","73,000 ","73,000 ","73,000 ","72,000 ","70,200 ","68,800 ","67,200 ","64,800 ","62,500 ","60,300 ","58,000 ","56,300 ","55,000 ","53,200 ","51,100 ","48,700 ","46,600 ","44,500 ","42,600 ","40,900 "," 39,600 "," 38,400 ","135.108407000159","34.0789376500141","H29地価公示標準地"
"100112","302040","有田5-1","地価公示","商業","有田市","箕島字船面８７６番５","","135.124497","34.08527447","315,000 ","295,000 ","289,000 ","276,000 ","262,000 ","248,000 ","232,000 ","210,000 ","195,000 ","180,000 ","159,000 ","142,000 ","126,000 ","115,000 ","108,000 ","103,000 ","96,300 ","89,900 ","84,400 ","78,000 ","72,500 ","67,800 ","64,200 "," 61,400 "," 59,100 ","135.124497000185","34.0852744699477","H29地価公示標準地"
"100113","302040","有田5-2","地価公示","商業","有田市","宮崎町字明見３０番２","","135.1199177","34.07952573","","","192,000 ","184,000 ","180,000 ","177,000 ","171,000 ","163,000 ","158,000 ","149,000 ","134,000 ","121,000 ","108,000 ","98,500 ","93,600 ","89,200 ","85,600 ","82,100 ","77,700 ","74,000 ","71,500 ","69,100 ","67,000 "," 64,500 "," 62,600 ","135.119917699927","34.0795257300288","H29地価公示標準地"
"100114","302058","御坊-1","地価公示","住宅","御坊市","島字籠田１５１番６","","135.1593068","33.89461458","75,000 ","74,000 ","74,000 ","73,600 ","73,600 ","72,800 ","71,800 ","70,400 ","69,500 ","68,100 ","66,800 ","65,500 ","64,000 ","61,300 ","58,800 ","56,700 ","54,400 ","50,600 ","46,900 ","43,900 ","41,100 ","39,000 ","36,900 "," 35,000 "," 33,200 ","135.159306800399","33.8946145799676","H29地価公示標準地"
"100115","302058","御坊-2","地価公示","住宅","御坊市","湯川町富安字小谷２１９７番１４","","135.1609775","33.9117987","48,000 ","47,000 ","47,000 ","46,500 ","46,500 ","46,400 ","46,200 ","46,000 ","45,500 ","44,900 ","44,200 ","43,400 ","42,500 ","40,700 ","39,000 ","37,700 ","36,200 ","33,500 ","30,900 ","28,700 ","26,700 ","25,100 ","23,700 "," 22,600 "," 21,600 ","135.160977499644","33.9117987000406","H29地価公示標準地"
"100116","302058","御坊-3","地価公示","住宅","御坊市","湯川町小松原字中ノ坪１９８番１","","135.1626295","33.90252779","","","","","","","","","","","","","","","","","52,200 ","48,500 ","44,900 ","41,800 ","39,000 ","36,800 ","34,700 "," 33,300 "," 32,100 ","135.162629500125","33.9025277900214","H29地価公示標準地"
"100117","302058","御坊5-1","地価公示","商業","御坊市","薗字桃之木２３２番４","","135.1547452","33.89053594","184,000 ","177,000 ","175,000 ","170,000 ","166,000 ","163,000 ","157,000 ","152,000 ","146,000 ","137,000 ","129,000 ","121,000 ","112,000 ","101,000 ","91,500 ","86,100 ","80,000 ","72,500 ","66,200 ","62,000 ","58,000 ","55,000 ","52,100 "," 49,500 "," 47,100 ","135.154745200007","33.8905359399532","H29地価公示標準地"
"100118","302058","御坊5-2","地価公示","商業","御坊市","湯川町財部字受持之本８３１番３外","","135.1598887","33.90029539","","","","","","","","","","","","","","","","","","84,500 ","78,800 ","75,100 ","71,700 ","69,300 ","67,300 "," 66,300 "," 65,500 ","135.159888699681","33.9002953900456","H29地価公示標準地"
"100119","302066","田辺-1*","地価公示","住宅","田辺市","南新万１１２５番６４","南新万２－６","135.3929038","33.73098463","","","112,000 ","112,000 ","115,000 ","115,000 ","115,000 ","111,000 ","108,000 ","105,000 ","103,000 ","101,000 ","99,300 ","97,700 ","94,000 ","91,100 ","87,600 ","84,000 ","80,000 ","78,000 ","80,100 ","83,800 ","92,000 "," 100,000 "," 105,000 ","135.392903800198","33.7309846300202","H29地価公示標準地"
"100120","302066","田辺-2","地価公示","住宅","田辺市","古尾２４番１０","古尾８－３","135.372593","33.736193","","","","","","","","","","","","","59,000 ","57,000 ","55,300 ","53,500 ","51,500 ","44,900 ","41,700 ","39,700 ","37,000 ","35,100 ","33,600 "," 32,400 "," 31,400 ","135.372593000015","33.736193000045","H29地価公示標準地"
"100121","302066","田辺-3","地価公示","住宅","田辺市","神島台２９１５番２０３","神島台１９－５","135.4023887","33.70666444","","","97,000 ","97,000 ","97,000 ","97,000 ","96,800 ","93,000 ","89,700 ","86,200 ","82,800 ","79,700 ","76,400 ","73,800 ","70,800 ","68,400 ","66,000 ","63,400 ","60,500 ","58,600 ","57,400 ","57,400 ","61,000 "," 63,200 "," 65,400 ","135.4023887001","33.7066644400177","H29地価公示標準地"
"100122","302066","田辺-4","地価公示","住宅","田辺市","磯間１８３番２３","磯間２３－１３","135.3841304","33.72108906","","","","","","103,000 ","103,000 ","98,100 ","94,200 ","90,400 ","86,300 ","82,400 ","78,900 ","75,000 ","72,000 ","69,400 ","66,800 ","64,000 ","60,900 ","55,400 ","52,600 ","50,000 ","47,900 "," 46,500 "," 45,300 ","135.38413040041","33.7210890600011","H29地価公示標準地"
"100125","302066","田辺5-1","地価公示","商業","田辺市","下屋敷町２１番６外","","135.3820773","33.73016567","448,000 ","434,000 ","424,000 ","416,000 ","412,000 ","408,000 ","393,000 ","340,000 ","292,000 ","251,000 ","214,000 ","183,000 ","157,000 ","141,000 ","130,000 ","121,000 ","112,000 ","103,000 ","94,000 ","86,500 ","81,000 ","76,500 ","72,800 "," 71,000 "," 69,800 ","135.382077299536","33.7301656699498","H29地価公示標準地"
"100126","302066","田辺5-2","地価公示","商業","田辺市","湊字地下９９５番３外","","135.3828201","33.73220973","","","620,000 ","600,000 ","590,000 ","580,000 ","550,000 ","475,000 ","402,000 ","341,000 ","287,000 ","242,000 ","211,000 ","190,000 ","171,000 ","159,000 ","146,000 ","133,000 ","121,000 ","111,000 ","104,000 ","98,800 ","94,900 "," 92,300 "," 89,900 ","135.382820099994","33.7322097299684","H29地価公示標準地"
"100127","302074","新宮-1","地価公示","住宅","新宮市","磐盾１９３４番４","磐盾２－４８","135.9823031","33.72022344","90,000 ","88,500 ","88,500 ","88,500 ","88,500 ","88,500 ","87,000 ","85,300 ","82,800 ","80,200 ","78,100 ","75,800 ","73,500 ","71,300 ","69,000 ","66,600 ","64,300 ","61,600 ","59,500 ","54,000 ","49,500 ","48,200 ","46,000 "," 45,100 "," 44,300 ","135.982303099687","33.7202234399956","H29地価公示標準地"
