"管理用番号","市町村コード","基準地番号・標準地番号(最新年)","地価調査・地価公示の別","用途","所在(市町村名)","所在(大字以降)","所在(住居表示)","経度(世界測地系)","緯度(世界測地系)","平成5年(1993)","平成6年(1994)","平成7年(1995)","平成8年(1996)","平成9年(1997)","平成10年(1998)","平成11年(1999)","平成12年(2000)","平成13年(2001)","平成14年(2002)","平成15年(2003)","平成16年(2004)","平成17年(2005)","平成18年(2006)","平成19年(2007)","平成20年(2008)","平成21年(2009)","平成22年(2010)","平成23年(2011)","平成24年(2012)","平成25年(2013)","平成26年(2014)","平成27年(2015)","平成28年(2016)","平成29年(2017)","経度","緯度","分類"
"100128","302074","新宮-2","地価公示","住宅","新宮市","熊野地２丁目５５７２番１５","熊野地２－８－１０","136.0035647","33.72241845","73,000 ","72,000 ","72,000 ","72,000 ","72,000 ","72,000 ","71,000 ","69,600 ","68,300 ","66,900 ","65,800 ","63,800 ","61,800 ","60,000 ","58,000 ","56,100 ","54,200 ","52,000 ","48,500 ","44,500 ","40,200 ","38,000 ","35,600 "," 34,200 "," 32,900 ","136.003564699755","33.7224184499685","H29地価公示標準地"
"100131","302074","新宮5-2","地価公示","商業","新宮市","井の沢６６９６番２３外","井の沢３－５","135.9917754","33.72338984","","","230,000 ","228,000 ","224,000 ","220,000 ","215,000 ","209,000 ","198,000 ","182,000 ","170,000 ","155,000 ","142,000 ","132,000 ","124,000 ","117,000 ","110,000 ","102,000 ","97,000 ","88,000 ","84,100 ","82,800 ","81,500 "," 80,200 "," 79,000 ","135.991775399769","33.7233898399535","H29地価公示標準地"
"100132","302082","紀の川-1","地価公示","住宅","紀の川市","打田字鳥池１２９２番１３","","135.3643257","34.2638854","","100,000 ","100,000 ","96,500 ","95,500 ","91,500 ","85,000 ","81,000 ","77,700 ","72,500 ","68,100 ","62,000 ","56,300 ","52,000 ","49,700 ","47,400 ","45,000 ","42,000 ","39,200 ","36,700 ","34,400 ","33,000 ","32,000 "," 31,400 "," 30,900 ","135.364325700175","34.2638854000376","H29地価公示標準地"
"100133","302082","紀の川-2","地価公示","住宅","紀の川市","北大井字一ノ戸３９７番２外","","135.360459","34.27590289","","","","","","","","","","","","","","","","","","27,200 ","25,900 ","24,600 ","23,300 ","22,600 ","22,300 "," 21,900 "," 21,600 ","135.360459000473","34.2759028899758","H29地価公示標準地"
"100134","302082","紀の川-3","地価公示","住宅","紀の川市","粉河字彌谷４８０１番１４","","135.4074707","34.27838837","","89,000 ","89,000 ","88,000 ","86,800 ","86,000 ","80,000 ","75,000 ","70,700 ","66,000 ","61,500 ","56,200 ","51,000 ","46,700 ","44,500 ","42,400 ","40,200 ","37,600 ","35,300 ","33,200 ","30,400 ","28,800 ","27,400 "," 26,200 "," 25,100 ","135.407470700142","34.27838837001","H29地価公示標準地"
"100136","302082","紀の川-5","地価公示","住宅","紀の川市","井田字上嶋６０番３０","","135.4182582","34.26895752","","","","","","","","","","","","","","","","","","30,800 ","29,300 ","27,800 ","26,200 ","24,900 ","24,200 "," 23,600 "," 23,000 ","135.418258199811","34.268957519989","H29地価公示標準地"
"100137","302082","紀の川-6","地価公示","住宅","紀の川市","江川中字髙井５０５番１","","135.4381626","34.29097356","","33,000 ","33,000 ","32,800 ","32,800 ","32,800 ","32,000 ","31,500 ","31,000 ","30,400 ","29,800 ","28,800 ","27,500 ","26,000 ","24,500 ","23,100 ","21,600 ","20,000 ","18,900 ","18,000 ","17,300 ","16,800 ","16,300 "," 15,800 "," 15,400 ","135.438162600301","34.2909735600202","H29地価公示標準地"
"100138","302082","紀の川-7","地価公示","住宅","紀の川市","桃山町市場字安ラ賀１８９番１４","","135.350149","34.23883625","","","","","","","","","62,000 ","58,400 ","54,800 ","51,200 ","47,000 ","43,300 ","41,200 ","39,100 ","37,000 ","34,600 ","32,500 ","30,900 ","28,800 ","27,300 ","26,200 "," 25,400 "," 24,800 ","135.35014900034","34.2388362499937","H29地価公示標準地"
"100139","302082","紀の川-8","地価公示","住宅","紀の川市","貴志川町井ノ口字帆布６２５番５","","135.3123609","34.20295096","","","66,000 ","64,800 ","63,500 ","62,800 ","59,000 ","56,500 ","54,600 ","51,500 ","48,400 ","44,800 ","41,400 ","38,500 ","37,000 ","35,700 ","33,500 ","31,100 ","29,200 ","27,800 ","26,000 ","24,700 ","23,900 "," 23,200 "," 22,600 ","135.312360899694","34.2029509599856","H29地価公示標準地"
"100140","302082","紀の川-4","地価公示","住宅","紀の川市","貴志川町長原字城山４４４番３４","","135.3069242","34.21674508","","","82,000 ","79,500 ","76,500 ","75,500 ","71,000 ","67,300 ","64,500 ","60,200 ","56,200 ","51,900 ","47,000 ","43,500 ","41,800 ","40,300 ","37,900 ","35,600 ","33,400 ","31,400 ","29,000 ","27,500 ","26,600 "," 25,900 "," 25,300 ","135.306924200456","34.2167450800075","H29地価公示標準地"
"100141","302082","紀の川5-1","地価公示","商業","紀の川市","上野字名賀１０９番４","","135.3597095","34.26174913","","","200,000 ","190,000 ","174,000 ","168,000 ","155,000 ","145,000 ","135,000 ","126,000 ","117,000 ","100,000 ","86,000 ","78,000 ","72,500 ","68,100 ","63,400 ","58,400 ","54,300 ","50,900 ","47,000 ","44,400 ","43,000 "," 41,300 "," 40,200 ","135.359709500249","34.2617491299558","H29地価公示標準地"
"100142","302082","紀の川5-2","地価公示","商業","紀の川市","粉河字西宅地２１８９番４","","135.4036002","34.27580652","","","145,000 ","142,000 ","139,000 ","135,000 ","126,000 ","120,000 ","115,000 ","105,000 ","97,800 ","86,500 ","78,700 ","72,000 ","68,000 ","64,800 ","61,000 ","56,700 ","53,200 ","49,700 ","46,200 ","43,600 ","42,300 "," 41,100 "," 40,000 ","135.403600200469","34.2758065199704","H29地価公示標準地"
"100143","302082","紀の川5-3","地価公示","商業","紀の川市","名手西野字杉ノ森２８６番３外","","135.4341885","34.27242743","","","","","","","","","","","","","","","","","","48,400 ","46,100 ","43,600 ","40,500 ","38,800 ","37,300 "," 35,600 "," 34,000 ","135.434188500008","34.2724274299967","H29地価公示標準地"
"100144","302082","紀の川5-4","地価公示","商業","紀の川市","桃山町最上字大畑毛１５７番３","","135.3430477","34.23829013","","","","","","","","","64,000 ","60,200 ","56,400 ","52,500 ","48,300 ","45,000 ","43,000 ","40,900 ","38,900 ","36,500 ","34,300 ","32,400 ","30,500 ","29,300 ","28,400 "," 27,600 "," 26,900 ","135.343047700449","34.2382901299798","H29地価公示標準地"
"100145","302082","紀の川5-5","地価公示","商業","紀の川市","貴志川町神戸字西ノ川３９５番３","","135.3131396","34.21472545","","","162,000 ","155,000 ","146,000 ","141,000 ","132,000 ","124,000 ","117,000 ","109,000 ","101,000 ","92,800 ","84,500 ","77,500 ","73,900 ","70,200 ","65,000 ","59,800 ","55,000 ","50,500 ","46,100 ","42,900 ","41,400 "," 40,100 "," 39,000 ","135.313139600388","34.214725449996","H29地価公示標準地"
"100146","302091","岩出-1","地価公示","住宅","岩出市","高瀬字村北１６番２７","","135.3139905","34.25833347","","125,000 ","125,000 ","117,000 ","110,000 ","105,000 ","93,000 ","86,000 ","81,300 ","75,200 ","69,700 ","64,000 ","59,400 ","55,200 ","53,100 ","51,900 ","50,400 ","48,900 ","47,700 ","46,500 ","45,700 ","45,700 ","47,000 "," 47,000 "," 47,000 ","135.313990500467","34.2583334699553","H29地価公示標準地"
"100147","302091","岩出-2","地価公示","住宅","岩出市","根来字家廻り１２３２番","","135.3077739","34.2807474","","66,000 ","66,000 ","64,500 ","62,100 ","60,800 ","57,500 ","54,500 ","52,200 ","49,500 ","47,000 ","43,200 ","39,600 ","36,500 ","34,700 ","33,700 ","32,500 ","31,200 ","30,000 ","29,100 ","28,300 ","28,000 ","27,900 "," 27,100 "," 26,400 ","135.307773899631","34.2807473999754","H29地価公示標準地"
"100148","302091","岩出5-1","地価公示","商業","岩出市","中迫字塚本１５６番２","","135.3146684","34.26046426","","","375,000 ","335,000 ","305,000 ","281,000 ","251,000 ","232,100 ","217,000 ","201,000 ","186,000 ","170,000 ","145,000 ","133,000 ","124,000 ","119,000 ","115,000 ","110,000 ","106,000 ","102,000 ","99,300 ","97,900 ","97,900 "," 98,600 "," 98,700 ","135.314668400194","34.2604642599904","H29地価公示標準地"
"100149","303411","かつらぎ-1","地価公示","住宅","かつらぎ町","大字丁ノ町字外島２５２９番１６","","135.5178059","34.29621098","","","","","","","","","","68,000 ","64,500 ","59,600 ","55,500 ","51,800 ","49,000 ","48,000 ","46,500 ","43,700 ","41,200 ","40,000 ","38,900 ","37,800 ","36,900 "," 36,100 "," 35,300 ","135.51780590034","34.2962109799891","H29地価公示標準地"
"100150","303411","かつらぎ-2","地価公示","住宅","かつらぎ町","大字東渋田字宮ノ本３３５番４","","135.4809438","34.27838551","","","","","46,000 ","45,000 ","44,300 ","43,300 ","42,600 ","40,900 ","38,500 ","35,600 ","32,900 ","30,600 ","28,900 ","28,000 ","27,000 ","25,500 ","24,100 ","22,800 ","22,200 ","21,600 ","21,000 "," 20,500 "," 20,000 ","135.480943799581","34.2783855100092","H29地価公示標準地"
"100151","303411","かつらぎ5-1","地価公示","商業","かつらぎ町","大字笠田東字男子１０５番３","","135.4818837","34.28957438","","","","","","","","95,000 ","89,100 ","84,600 ","78,500 ","67,100 ","59,500 ","53,500 ","50,600 ","50,500 ","49,000 ","46,700 ","44,100 ","42,500 ","40,900 ","39,400 ","38,100 "," 36,900 "," 35,800 ","135.481883700077","34.2895743800184","H29地価公示標準地"
"100152","303437","九度山-1","地価公示","住宅","九度山町","大字九度山字桃園１３６５番３","","135.5613563","34.290125","","48,000 ","48,000 ","48,000 ","48,000 ","48,000 ","47,500 ","47,000 ","46,500 ","46,000 ","45,200 ","42,500 ","38,500 ","35,000 ","32,900 ","32,000 ","31,100 ","30,100 ","29,100 ","28,300 ","27,700 ","26,700 ","25,700 "," 25,000 "," 24,400 ","135.561356300102","34.2901249999741","H29地価公示標準地"
"100153","303437","九度山-2","地価公示","住宅","九度山町","大字慈尊院字堂ノ壇１１４番５外","","135.5485933","34.29642316","","","","","","","","39,400 ","39,000 ","38,600 ","38,100 ","36,000 ","33,000 ","30,400 ","28,800 ","28,000 ","27,200 ","26,200 ","25,500 ","24,900 ","24,300 ","23,600 ","23,000 "," 22,500 "," 22,000 ","135.548593299896","34.29642315999","H29地価公示標準地"
"100154","303437","九度山5-1","地価公示","商業","九度山町","大字九度山字鳥居芝５６８番２","","135.5645314","34.28894523","","","64,500 ","64,500 ","64,500 ","64,500 ","64,000 ","63,600 ","63,000 ","61,800 ","60,300 ","55,000 ","51,100 ","47,500 ","45,000 ","45,000 ","43,900 ","42,400 ","40,800 ","39,700 ","38,100 ","36,000 ","34,000 "," 32,600 "," 31,200 ","135.564531399698","34.2889452299646","H29地価公示標準地"
"100156","303445","高野-2","地価公示","住宅","高野町","大字高野山字奥ノ院４９番１００","","135.6085953","34.2170643","","25,000 ","25,000 ","25,000 ","25,000 ","25,000 ","25,000 ","25,000 ","24,900 ","24,800 ","24,600 ","24,400 ","24,200 ","24,000 ","23,900 ","23,900 ","23,900 ","23,500 ","23,100 ","22,800 ","22,100 ","21,200 ","20,400 "," 19,900 "," 19,400 ","135.60859530045","34.2170642999831","H29地価公示標準地"
"100157","303615","湯浅-1","地価公示","住宅","湯浅町","大字湯浅字馬出１９５８番１５","","135.1828598","34.03735651","","79,000 ","79,000 ","78,300 ","78,300 ","78,300 ","77,100 ","75,800 ","74,600 ","72,200 ","70,000 ","67,800 ","65,700 ","63,700 ","62,500 ","61,500 ","59,900 ","56,900 ","51,000 ","47,500 ","44,700 ","42,100 ","39,800 "," 37,600 "," 35,600 ","135.182859800078","34.0373565099742","H29地価公示標準地"
"100158","303615","湯浅-2","地価公示","住宅","湯浅町","大字湯浅字野田１４２８番１２","","135.1887942","34.03554102","","75,000 ","75,000 ","75,000 ","75,000 ","75,000 ","74,300 ","73,200 ","72,200 ","70,000 ","67,500 ","65,000 ","62,600 ","60,700 ","60,000 ","59,400 ","57,700 ","54,900 ","49,500 ","45,700 ","42,700 ","40,100 ","38,500 "," 37,400 "," 36,500 ","135.188794199875","34.0355410199591","H29地価公示標準地"
"100161","303666","有田川-2","地価公示","住宅","有田川町","大字角字早田２２０番","","135.2189876","34.07449608","","46,000 ","46,000 ","46,000 ","46,000 ","46,000 ","45,300 ","44,600 ","44,000 ","43,300 ","42,800 ","42,100 ","41,500 ","40,800 ","40,500 ","40,300 ","39,400 ","37,600 ","35,400 ","33,500 ","31,600 ","29,800 ","28,700 "," 27,600 "," 26,600 ","135.218987600418","34.0744960799722","H29地価公示標準地"
"100162","303666","有田川5-1","地価公示","商業","有田川町","大字明王寺字明王寺原３３８番４外","","135.1962232","34.05772811","","","153,000 ","147,000 ","142,000 ","139,000 ","132,000 ","125,000 ","120,000 ","114,000 ","108,000 ","102,000 ","96,300 ","91,000 ","90,500 ","90,100 ","85,200 ","79,800 ","75,200 ","70,000 ","66,400 ","66,400 ","63,800 "," 61,800 "," 60,000 ","135.196223200278","34.0577281099566","H29地価公示標準地"
"100163","303810","和歌山美浜-1","地価公示","住宅","美浜町","大字田井字釡井戸２８５番３","","135.1479259","33.89427328","","57,000 ","57,000 ","57,000 ","57,000 ","56,800 ","56,700 ","56,600 ","56,500 ","55,600 ","54,600 ","52,800 ","51,000 ","49,000 ","47,300 ","45,800 ","44,100 ","42,100 ","39,700 ","37,600 ","35,400 ","33,400 ","31,900 "," 30,700 "," 29,600 ","135.147925900294","33.8942732799492","H29地価公示標準地"
"100164","303810","和歌山美浜-2","地価公示","住宅","美浜町","大字吉原字大松原１０９０番１８","","135.1479779","33.88500043","","43,500 ","43,500 ","43,500 ","43,500 ","43,500 ","43,500 ","43,500 ","43,500 ","43,000 ","42,400 ","41,300 ","40,000 ","38,500 ","37,100 ","35,900 ","34,500 ","32,600 ","31,000 ","29,500 ","28,000 ","26,700 ","25,600 "," 24,600 "," 23,700 ","135.147977899716","33.8850004299787","H29地価公示標準地"
"100165","303810","和歌山美浜5-1","地価公示","商業","美浜町","大字田井字番留５６６番１","","135.1508116","33.88644533","","","110,000 ","107,000 ","105,000 ","103,000 ","102,000 ","100,000 ","98,000 ","95,500 ","90,000 ","84,600 ","79,000 ","72,200 ","66,200 ","64,700 ","62,100 ","57,100 ","53,600 ","50,400 ","47,300 ","44,700 ","42,400 "," 40,600 "," 39,000 ","135.150811599516","33.8864453300173","H29地価公示標準地"
"100166","303836","由良-1","地価公示","住宅","由良町","大字阿戸字木場坪１００１番１８","","135.1137853","33.95596724","","45,000 ","45,000 ","45,000 ","45,000 ","45,000 ","45,000 ","45,000 ","44,900 ","44,400 ","43,700 ","42,900 ","42,000 ","40,500 ","39,200 ","38,000 ","36,800 ","35,600 ","33,900 ","32,200 ","30,600 ","29,000 ","27,500 "," 26,000 "," 24,600 ","135.113785299517","33.955967240045","H29地価公示標準地"
"100167","303836","由良-2","地価公示","住宅","由良町","大字里字野手８４５番４","","135.1253819","33.96190476","","35,000 ","35,000 ","35,000 ","35,000 ","35,000 ","35,000 ","35,000 ","34,900 ","34,800 ","34,600 ","34,300 ","33,500 ","32,500 ","31,500 ","30,600 ","29,600 ","28,600 ","27,200 ","25,800 ","24,500 ","23,300 ","22,300 "," 21,500 "," 20,800 ","135.125381900336","33.9619047600393","H29地価公示標準地"
"100168","303836","由良5-1","地価公示","商業","由良町","大字里字吉路４３７番２外","","135.1266019","33.96803088","","","","","64,500 ","64,200 ","63,600 ","63,000 ","62,500 ","61,200 ","59,700 ","57,900 ","56,000 ","52,700 ","50,000 ","47,700 ","45,000 ","42,000 ","39,000 ","36,500 ","33,900 ","31,700 ","30,200 "," 29,400 "," 28,700 ","135.126601900206","33.9680308800282","H29地価公示標準地"
"100169","303917","みなべ-1","地価公示","住宅","みなべ町","北道字西里中２５１番","","135.3213791","33.76807494","","72,000 ","72,000 ","72,000 ","72,000 ","72,000 ","71,000 ","69,600 ","68,200 ","66,600 ","64,700 ","62,400 ","60,000 ","58,000 ","56,100 ","54,100 ","51,900 ","49,400 ","46,800 ","44,000 ","41,400 ","39,400 ","37,500 "," 36,500 "," 35,600 ","135.321379100034","33.7680749400299","H29地価公示標準地"
"100170","303917","みなべ-2","地価公示","住宅","みなべ町","芝字芝添６７０番１","","135.3238538","33.77139755","","61,000 ","61,000 ","61,000 ","61,000 ","61,000 ","61,000 ","60,500 ","60,000 ","59,200 ","58,100 ","56,500 ","55,000 ","53,800 ","52,700 ","51,500 ","49,500 ","47,400 ","45,200 ","42,800 ","40,600 ","38,500 ","36,600 "," 35,500 "," 34,500 ","135.323853800093","33.7713975500007","H29地価公示標準地"
"100171","303917","みなべ5-1","地価公示","商業","みなべ町","芝字松原４４６番７","","135.32306","33.76580321","","","114,000 ","113,000 ","112,000 ","111,000 ","109,000 ","105,000 ","102,000 ","99,000 ","94,000 ","89,000 ","84,000 ","80,500 ","77,100 ","73,900 ","70,000 ","66,400 ","62,500 ","58,100 ","54,500 ","51,600 ","48,900 "," 47,500 "," 46,200 ","135.323059999588","33.7658032099583","H29地価公示標準地"
"100173","304018","白浜-1","地価公示","住宅","白浜町","字?田奥１０８８番１０","","135.3488142","33.68728933","","105,000 ","105,000 ","105,000 ","104,000 ","103,000 ","101,000 ","98,000 ","94,300 ","89,000 ","83,400 ","77,500 ","71,300 ","67,200 ","64,000 ","61,100 ","58,000 ","54,800 ","51,600 ","49,000 ","45,600 ","43,200 ","41,300 "," 40,000 "," 39,500 ","135.348814199591","33.687289330037","H29地価公示標準地"
"100174","304018","白浜-2","地価公示","住宅","白浜町","堅田字坂巻２７６０番４４","","135.3876566","33.66465846","","66,000 ","66,000 ","66,000 ","66,000 ","66,000 ","65,000 ","63,800 ","61,500 ","58,000 ","55,000 ","52,400 ","48,200 ","45,700 ","43,300 ","41,300 ","39,600 ","37,900 ","36,300 ","35,000 ","34,400 ","33,900 ","33,900 "," 34,000 "," 34,200 ","135.387656600056","33.6646584599881","H29地価公示標準地"
"100176","304018","白浜5-1","地価公示","商業","白浜町","字浜通リ３７４２番２４外","","135.3431172","33.67859139","","","","","","","","","","","121,000 ","111,000 ","102,000 ","98,800 ","95,500 ","90,300 ","85,700 ","80,900 ","76,000 ","72,800 ","70,100 ","68,000 ","66,900 "," 65,900 "," 65,100 ","135.343117200381","33.6785913900104","H29地価公示標準地"
"100178","304042","上富田-1","地価公示","住宅","上富田町","朝来字沖之芝７９３番１","","135.4275413","33.69476964","","","","","","","","","","","","47,800 ","46,300 ","44,900 ","43,500 ","42,500 ","41,400 ","40,100 ","38,500 ","37,000 ","36,200 ","35,600 ","35,000 "," 34,800 "," 34,700 ","135.427541300057","33.6947696400291","H29地価公示標準地"
"100179","304042","上富田-2","地価公示","住宅","上富田町","南紀の台１８０５番４９０","南紀の台１９－２８","135.4035846","33.70028303","","","","","","71,000 ","69,000 ","66,800 ","64,200 ","60,500 ","56,000 ","51,000 ","46,000 ","44,000 ","41,000 ","38,900 ","36,900 ","33,900 ","31,500 ","29,500 ","28,700 ","28,700 ","29,700 "," 30,400 "," 31,100 ","135.403584599556","33.7002830300452","H29地価公示標準地"
"100180","304042","上富田5-1","地価公示","商業","上富田町","朝来字里田１４００番１","","135.4183072","33.6950505","","","","","","105,000 ","103,000 ","98,500 ","93,800 ","89,500 ","84,500 ","79,900 ","75,000 ","71,200 ","67,500 ","64,400 ","61,100 ","57,700 ","54,100 ","51,600 ","48,500 ","46,000 ","44,100 "," 42,900 "," 42,000 ","135.418307200402","33.6950505000025","H29地価公示標準地"
"100181","304069","すさみ-1","地価公示","住宅","すさみ町","周参見字中之町４２３２番","","135.4940771","33.54804242","","","","","","","","39,000 ","38,500 ","37,700 ","36,800 ","35,700 ","34,000 ","32,300 ","31,000 ","30,000 ","29,300 ","28,500 ","27,600 ","26,200 ","24,500 ","23,000 ","21,900 "," 21,200 "," 20,600 ","135.494077100001","33.5480424199828","H29地価公示標準地"
"100182","304069","すさみ-2","地価公示","住宅","すさみ町","周参見字山本１８２４番１","","135.490904","33.55714816","","","","","","","","17,800 ","17,600 ","17,300 ","17,000 ","16,700 ","16,400 ","16,100 ","16,000 ","15,900 ","15,500 ","14,900 ","14,300 ","13,700 ","13,100 ","12,600 ","12,100 "," 11,800 "," 11,500 ","135.490903999734","33.5571481600456","H29地価公示標準地"
"100183","304069","すさみ5-1","地価公示","商業","すさみ町","周参見字後ロ地４２７２番４","","135.495458","33.54787433","","","","","","","","63,500 ","62,000 ","60,100 ","58,000 ","56,000 ","53,300 ","50,600 ","48,000 ","45,800 ","43,700 ","41,600 ","39,500 ","37,000 ","34,500 ","32,700 ","31,400 "," 30,400 "," 29,500 ","135.495458000352","33.5478743300109","H29地価公示標準地"
"100184","304212","那智勝浦-1","地価公示","住宅","那智勝浦町","大字天満字須﨑７４９番５","","135.9369506","33.63399049","","65,000 ","65,000 ","65,000 ","65,000 ","64,700 ","64,000 ","61,800 ","60,000 ","58,500 ","56,000 ","53,200 ","50,000 ","47,400 ","45,300 ","43,300 ","41,500 ","39,600 ","36,800 ","33,600 ","31,000 ","30,000 ","29,000 "," 28,100 "," 27,500 ","135.936950600284","33.6339904900186","H29地価公示標準地"
"100186","304212","那智勝浦5-1","地価公示","商業","那智勝浦町","大字築地４丁目２番９","築地４－２－９","135.9423412","33.62833921","","","","","","","","","","","","","","","","103,000 ","92,500 ","82,600 ","72,000 ","62,000 ","55,400 ","52,600 ","50,100 "," 47,900 "," 45,900 ","135.942341199885","33.6283392099837","H29地価公示標準地"
"100187","304221","太地-1","地価公示","住宅","太地町","大字森浦字汐入５５１番３９","","135.9333689","33.59153261","","40,000 ","40,000 ","40,000 ","40,000 ","40,000 ","39,600 ","39,200 ","38,800 ","37,800 ","36,800 ","34,800 ","32,700 ","31,000 ","29,700 ","28,900 ","28,000 ","26,500 ","24,700 ","22,400 ","20,300 ","19,000 ","18,000 "," 17,200 "," 16,600 ","135.9333689004","33.5915326100259","H29地価公示標準地"
"100188","304221","太地-2","地価公示","住宅","太地町","大字太地字丹甫３５６９番４","","135.9448289","33.58860715","","60,000 ","60,000 ","60,000 ","59,500 ","59,000 ","57,500 ","56,200 ","54,500 ","52,800 ","50,400 ","47,500 ","44,500 ","42,000 ","39,900 ","38,200 ","36,200 ","34,200 ","31,700 ","28,800 ","26,100 ","24,700 ","23,700 "," 22,900 "," 22,200 ","135.944828899814","33.5886071500243","H29地価公示標準地"
"100189","304280","串本-1","地価公示","住宅","串本町","串本字沖之芝生２４５番１","","135.779549","33.472664","","","","","","","69,000 ","67,800 ","66,500 ","64,200 ","62,000 ","59,900 ","56,000 ","52,400 ","49,500 ","47,300 ","44,900 ","41,800 ","38,800 ","33,900 ","30,400 ","28,400 ","27,000 "," 26,000 "," 25,100 ","135.779548999573","33.4726640000282","H29地価公示標準地"
"100190","304280","串本-2","地価公示","住宅","串本町","西向字横畑９４６番外","","135.8171206","33.5100099","","40,000 ","40,000 ","40,000 ","40,000 ","40,000 ","39,600 ","39,200 ","38,800 ","37,800 ","36,400 ","34,300 ","32,200 ","30,300 ","28,900 ","27,700 ","26,400 ","24,800 ","23,100 ","21,000 ","19,100 ","17,700 ","16,700 "," 16,000 "," 15,400 ","135.817120600195","33.5100099000021","H29地価公示標準地"
"100191","304280","串本5-1","地価公示","商業","串本町","串本字小森生４２番２４外","","135.7815984","33.47470867","","","153,000 ","151,000 ","150,000 ","148,000 ","144,000 ","140,000 ","133,000 ","126,000 ","118,000 ","109,000 ","95,000 ","83,500 ","76,000 ","70,900 ","65,900 ","61,000 ","56,500 ","51,000 ","46,300 ","43,500 ","41,300 "," 39,600 "," 38,100 ","135.781598400176","33.4747086699727","H29地価公示標準地"
